id,filename,line_number,organization_name,city_state,organization_type,position_held,from_date,to_date,staffer_id,organization_id,organization_slug,pfd_endnote
"206","1050","36","Invesco Advantage Municipal Income Trust II","Atlanta, Georgia","Corporation","Senior Vice President","2012-08-16","2017-03-16","1066","5245","invesco-advantage-municipal-income-trust-ii",""
"208","1050","38","Invesco Cayman Commodity Fund IV Ltd","Cayman Islands, Outside U.S.","Corporation","Senior Vice President","2010-12-16","2017-03-16","1066","5247","invesco-cayman-commodity-fund-iv-ltd",""
"209","1050","39","Invesco Cayman Commodity Fund I Ltd","Cayman Island, Outside U.S.","Corporation","Senior Vice President","2009-03-16","2017-03-16","1066","5248","invesco-cayman-commodity-fund-i-ltd",""
"210","1050","40","Invesco Cayman Commodity Fund VII Ltd","Cayman Island, Outside U.S.","Corporation","Senior Vice President","2013-10-16","2017-03-16","1066","5249","invesco-cayman-commodity-fund-vii-ltd",""
"211","1050","41","Invesco California Value Municipal Income Trust","Atlanta, Georgia","Corporation","Senior Vice President","2012-08-16","2017-03-16","1066","5250","invesco-california-value-municipal-income-trust",""
"213","1050","43","Invesco Senior Income Trust","Atlanta, Georgia","Corporation","Senior Vice President","2012-08-16","2017-03-16","1066","5252","invesco-senior-income-trust",""
"214","1050","44","Invesco Senior Loan Fund","Atlanta, Georgia","Corporation","Senior Vice President","2012-10-16","2017-03-16","1066","5253","invesco-senior-loan-fund",""
"215","1050","45","Invesco Emerging Markets Flexible Bond, Cayman Ltd","Cayman Island, Outside U.S.","Corporation","Senior Vice President","2015-12-16","2017-03-16","1066","5254","invesco-emerging-markets-flexible-bond-cayman-ltd",""
"217","1050","47","Invesco Pennsylvania Value Municipal Income Trust","Atlanta, Georgia","Corporation","Senior Vice President","2012-08-16","2017-03-16","1066","5256","invesco-pennsylvania-value-municipal-income-trust",""
"218","1050","48","Invesco Trust for Investment Grade Municipals","Atlanta, Georgia","Corporation","Senior Vice President","2012-08-16","2017-03-16","1066","5257","invesco-trust-for-investment-grade-municipals",""
"219","1050","49","Invesco Total Property Market Income Fund","Atlanta, Georgia","Corporation","Senior Vice President","2011-09-16","2017-03-16","1066","5258","invesco-total-property-market-income-fund",""
"220","1050","50","Invesco Value Municipal Income Trust","Atlanta, Georgia","Corporation","Senior Vice President","2012-10-16","2017-03-16","1066","5259","invesco-value-municipal-income-trust",""
"222","1050","52","Short-Term Investment Trust","Houston, Texas","Corporation","Senior Vice President","1993-09-16","2017-03-16","1066","5261","short-term-investment-trust_hide",""
"223","1050","53","Invesco Cayman Commodity VI Ltd","Cayman Islands, Outside U.S.","Corporation","Senior Vice President","2012-09-16","2017-03-16","1066","5262","invesco-cayman-commodity-vi-ltd",""
"224","1050","54","Invesco Management Trust","Houston, Texas","Corporation","Senior Vice President","2014-03-16","2017-03-16","1066","5263","invesco-management-trust",""
"3658","680","23","KF Westwood Partner, LLC","Florham Park, New Jersey","Limited Liability Company","Managing Member","2014-07-16","2017-01-16","693","7261","kf-westwood-partner-llc",""
"3659","680","24","Westwood Investors JV, LP","Florham Park, New Jersey","Limited Partnership","Manager","2014-07-16","2017-01-16","693","7262","westwood-investors-jv-lp",""
"226","1050","56","Family Friend Trust #1","Houston, Texas","Trust","Trustee","2006-07-16","","1066","5265","family-friend-trust-1_hide",""
"227","1051","1","Positive Coaching Alliance","New York, New York","Non-Profit","NY Board Member - Unpaid","2015-01-16","","1067","5266","positive-coaching-alliance",""
"228","1051","2","Westwrite, LLC","Greenwich, Connecticut","Corporation","Owner","2013-03-16","","1067","77","westwrite-llc",""
"230","1051","4","S W Irrevocable Trust","NY, New York","Trust","Trustee","2012-03-16","","1067","5267","s-w-irrevocable-trust_hide",""
"231","1051","5","Aquilon Energy Services","Lisle, Illinois","Corporation","Unpaid Director - Resigned","2016-03-16","2017-04-16","1067","5268","aquilon-energy-services",""
"232","1052","1","Kearney and Company","Alexandria, Virginia","Corporation","Salaried (Non- Equity) Partner","2008-12-16","","1068","79","kearney-and-company",""
"233","1052","2","Rivendell School Board","Arlington, Virginia","Non-Profit","Board Member","2009-07-16","2015-06-16","1068","5269","rivendell-school-board",""
"235","1053","1","Lockheed Martin","Fort Worth, Texas","Corporation","Associate General Counsel","2009-03-16","","1069","13","lockheed-martin",""
"236","1053","2","American Bar Association (ABA) Section of Public Contract Law","Chicago, Illinois","Bar Association","Chair","2015-08-16","2016-08-16","1069","5271","american-bar-association",""
"237","1053","3","ABA Section of Public Contract Law","Chicago, Illinois","Bar Association","Immediate Past Chair","2016-08-16","","1069","5272","aba-section-of-public-contract-law",""
"238","1053","4","Falcon Foundation","USAF Academy, Colorado","Non-Profit","Trustee","2014-10-16","","1069","5273","falcon-foundation",""
"239","1053","5","JAG School Foundation","Maxwell AFB, Alabama","Non-Profit","Trustee","2011-06-16","","1069","5274","jag-school-foundation",""
"240","1053","6","Revocable Living Trust","Keller, Texas","Trust","Co-Trustee","2016-11-15","","1069","5275","revocable-living-trust_hide",""
"241","1055","1","SS American Victory Ship and Maritime Museum","Tampa, Florida","Non-Profit","Director of the Board of Trustees (unpaid)","2014-03-16","","1071","5276","ss-american-victory-ship-and-maritime-museum",""
"242","1056","1","Family Trust # 5","Edina, Minnesota","Trust","unpaid trustee","2013-01-16","","1072","5277","family-trust-5_hide",""
"244","1056","3","Family Trust #2","Edina, Minnesota","Trust","unpaid trustee","2013-01-16","","1072","5279","family-trust-2_hide-85fdf003-6e35-4f09-8e69-1544832c3dcf",""
"245","1056","4","Family Trust # 3","Edina, Minnesota","Trust","unpaid trustee","2013-01-16","","1072","5280","family-trust-3_hide",""
"246","1056","5","Family Trust # 4","Edina, Minnesota","Trust","unpaid trustee","2013-01-16","","1072","5281","family-trust-4_hide",""
"248","1058","1","Patterson Intellectual Property Law, P.C.","Nashville, Tennessee","Law Firm","Shareholder","2010-02-15","2016-09-16","1074","81","patterson-intellectual-property-law-p-c",""
"249","1058","2","Office of the Tennessee Attorney General","Nashville, Tennessee","State Attorney General's Office","Chief Deputy Attorney General","2016-09-16","","1074","82","office-of-the-tennessee-attorney-general",""
"250","1058","3","AWIII Trust #1","Nashville, Tennessee","Trust","Trustee","1997-10-16","","1074","5283","awiii-trust-1_hide",""
"251","1058","4","AWIII Trust #2","Nashville, Tennessee","Trust","Trustee","1997-10-16","","1074","5284","awiii-trust-2_hide",""
"252","1058","5","AWIII Trust #3","Nashville, Tennessee","Trust","Trustee","1997-10-16","","1074","5285","awiii-trust-3_hide",""
"254","1058","7","Project Reflect, Inc.","Nashville, Tennessee","Non-Profit","Corporate Member","2016-06-16","","1074","5287","project-reflect-inc",""
"255","1058","8","Tennessee Technology Development Corporation","Nashville, Tennessee","State-created Board","Board Member","2015-08-16","2016-10-16","1074","5288","tennessee-technology-development-corporation",""
"256","1058","9","Tennessee Post Conviction Defender Oversight Commission","Nashville, Tennessee","State-created Commission","Commission Member","2010-06-16","2015-06-16","1074","5289","tennessee-post-conviction-defender-oversight-commission",""
"257","1058","10","Tennessee Bar Foundation","Nashville, Tennessee","Non-Profit","Trustee and Treasurer","2014-06-16","","1074","5290","tennessee-bar-foundation",""
"260","1059","3","Family Revocable Trust #1","Los Angeles, California","Trust","Trustee","2012-12-16","","1075","5292","family-revocable-trust-1_hide",""
"261","1060","1","Texas Public Policy Foundation","Austin, Texas","Non-Profit","Distinguished Senior Fellow- In-Residence & Director, Armstrong Center for Energy & the Environment","2008-01-16","","1076","114","texas-public-policy-foundation",""
"263","1060","3","High Range Jack Russell Terriers","Rosanky, Texas","Unincorporated Proprietorship","Co-Operator","2001-01-16","","1076","115","high-range-jack-russell-terriers",""
"264","1060","4","Texas Water Foundation","Austin, Texas","Non-Profit","Vice Chair - Board of Directors","2007-11-15","2015-11-15","1076","5294","texas-water-foundation",""
"265","1061","1","Analytic Services Inc. (aka The ANSER Corporation)","Falls Church, Virginia","Non-Profit","Senior Vice President, and Director of the Studies and Analysis Group","2015-10-16","","1077","116","anser",""
"266","1061","2","The MITRE Corporation","McLean, Virginia","Non-Profit","Director for Advanced Systems and Policy Analysis","2008-12-16","2015-10-16","1077","117","the-mitre-corporation",""
"267","1061","3","Pacific Northwest National Lab","Richland, Washington","Non-Profit","National Security Advisory Committee member","2015-10-16","","1077","5295","pacific-northwest-national-lab",""
"268","1062","1","WilmerHale","Washington, District of Columbia","Law Firm","Attorney","2011-01-16","","1078","118","wilmerhale-llp",""
"269","1062","2","Yale College Class of 2005","New Haven, Connecticut","Non-Profit","Treasurer","2010-07-16","2015-06-16","1078","5296","yale-college-class-of-2005",""
"270","1063","1","Right to Rise Policy Solutions","Bentonville, Arkansas","Non-Profit","Independent Policy Consultant","2015-05-16","2015-06-16","1079","147","right-to-rise-policy-solutions",""
"3660","680","25","K/S Westwood GP, LLC","Florham Park, New Jersey","Limited Liability Company","Non-member Manager","2014-07-16","2017-01-16","693","7263","k-s-westwood-gp-llc",""
"3661","680","26","BLS Manager, LLC","New York, New York","Limited Liability Company","Non-member Manager","2014-04-16","2017-01-16","693","7264","bls-manager-llc",""
"3662","680","27","KC Profit Participation, LLC","New York, New York","Limited Liability Company","Managing Member","2014-04-16","2017-01-16","693","7265","kc-profit-participation-llc",""
"273","1063","4","Presidential Transition Team","Washington, District of Columbia","Non-Profit","Volunteer","2016-12-16","2017-01-16","1079","12","trump-for-america-inc",""
"274","1064","1","Carnegie Mellon University, Software Engineering Institute","Pittsburgh, Pennsylvania","University/Colle ge","Chief Operating Officer","2012-06-16","","1080","150","carnegie-mellon-university",""
"275","1065","1","Jesse Helms Center and Foundation","Wingate, North Carolina","Non-Profit","Board Member","2013-01-16","","1081","5298","jesse-helms-center-and-foundation",""
"277","1067","2","SD School of Mines & Technology","Rapid City, South Dakota","University/Colle ge","Alumni Advisor","2016-09-16","","1083","5300","sd-school-of-mines-technology",""
"278","1068","1","The Boeing Company","Chicago, Illinois","Corporation","Senior Vice President","1986-03-16","","1084","47","boeing-company",""
"279","1068","2","The University of Washington","Seattle, Washington","University/Colle ge","Officer, Board of Regents","2012-01-16","","1084","5301","the-university-of-washington",""
"280","1069","1","Akin Gump Strauss Hauer & Feld, LLP","Washington, District of Columbia","Law Firm","Attorney","2011-07-16","2015-08-16","1085","151","akin-gump-strauss-hauer-feld-llp",""
"281","1069","2","Cassidy Levy Kent (USA) LLP","Washington, District of Columbia","Law Firm","Attorney/Partne r","2015-08-16","","1085","152","cassidy-levy-kent-usa-llp",""
"283","1070","1","West Springfield High School Parent Teacher Student Association","West Springfield, Virginia","Public High School","1st Vice President","2015-08-16","2016-06-16","1086","5303","west-springfield-high-school-parent-teacher-student-association",""
"284","1070","2","James Creek Homeowner's Association","West Springfield, Virginia","Homeowner's Association","1st Vice President","2017-06-16","","1086","5304","james-creek-homeowner-s-association",""
"285","1071","1","Shortwaver Consulting, LLC","Burke, Virginia","Corporation","President & Chief Executive Officer and Sole Proprietor","2008-07-16","","1087","5305","shortwaver-consulting-llc",""
"286","1071","2","Missouri State University","Springfield, Missouri","University/Colle ge","Per-Course Faculty","2010-01-16","","1087","159","missouri-state-university",""
"287","1071","3","ALEX-Alternative Experts, LLC","Chantilly, Virginia","Corporation","Consultant","2013-02-15","2016-05-16","1087","160","alex-alternative-experts-llc",""
"289","1071","5","Gerson Lehrman Group","New York, New York","Financial Planners","Council Member","2008-03-16","","1087","329","gerson-lehrman-group",""
"290","1071","6","Renaissance Strategic Advisors","Arlington, Virginia","Corporation","Senior Advisor","2015-04-16","","1087","5306","renaissance-strategic-advisors",""
"291","1071","7","Eagle Horizon Group","Vint Hill, Virginia","Management Consultants","Consultant","2016-09-16","","1087","5307","eagle-horizon-group",""
"292","1071","8","Maven Research, Inc.","San Francisco, California","Business Consultants","Member","2011-05-16","","1087","5308","maven-research-inc",""
