id,agency_name,name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,financial_disclosure_url,ethics_waiver_url,image_url,reason_for_missing_report,agency_id,slug,has_lobbyists,taskforce_member,taskforce_title,taskforce_agency,agency_slug,senate_lobbying_confirmation,last_year_lobbied,senate_lobbying_url,linkedin_url,outside_bio,bio_source,bio_url,sge,last_name,awaiting_senate_confirmation,nomination_appointment_failed,government_transfer,propublica_bio,resume_document_url
"68","Environmental Protection Agency","Christian Palich","Deputy Associate Administrator for Congressional Relations","","","$136,160","2017-05-14","","https://www.documentcloud.org/documents/4388433-Christian-Palich-Financial-Disclosure.html","","","","63","christian-palich","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/christian-palich-19450827/","Christian Palich is President of the Ohio Coal Association, a trade association representing Ohio’s coal industry and committed to advancing the development and utilization of Ohio Coal. He also served as Rep. Bill Johnson’s (OH) District Director, working as a district policy liaison on behalf of the congressman. Also, Christian served as the Political Director for the successful campaigns of Bill Johnson for Congress in 2010 and 2012. He is a graduate of Kent State University with a Bachelor of Arts Degree in Political Science.","The Ohio Coal Association","http://www.ohiocoal.com/about/oca-staff.php","","Palich","","","","",""
"69","Environmental Protection Agency","Aaron Ringel","Deputy Associate Administrator for Congressional and Intergovernmental Relations","","","$119,489","2017-06-04","","https://www.documentcloud.org/documents/4388468-Aaron-Ringel-Financial-Disclosure.html","","","","63","aaron-ringel","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/aaronringel/","In 2009 Aaron Ringel ran as the Republican candidate for the Virginia's House of Delegates in the 48th District which encompasses much of Arlington County. Running in a Democrat stronghold, Aaron successfully forced a well entrenched 6 term incumbent to defend a seat that had gone uncontested during the previous 3 election cycles. Proving that an aggressive urban Republican candidate can shift support in a highly Democrat district, Aaron received more votes than any previous Republican candidate to run in the 48th District and was the only Republican challenger endorsed by the Washington Post over a Democrat incumbent. Aaron attended the University of Kansas (KU) were he completed a double-major in Political Science and International Affairs, graduating in 2004. In 2001, while attending KU, Aaron put his belief in patriotism to work by joining the United States Marine Corps. As a Marine, he trained as a field radio operator with the 24th Marine Regiment. After graduating college, Aaron served six years with the United States Marine Corp Reserves to include an active-duty tour in Iraq where he served in the Al-Anabar province as an Arabic linguist with the 2ND Marine Division. Following his tour in Iraq, Aaron returned to Virginia where he began his work on Capitol Hill, specializing in the issues of energy, environment, defense, veteran’s affairs and education. Forging bipartisan coalitions in a politically divided congress, Aaron effectively worked with both Democrats and Republicans to advance numerous pieces of legislation. In 2005, while also working full-time, Aaron enrolled in a graduate degree program at American University in Washington, D.C. He used the coalition-building and bipartisan cooperation experience he had gained on Capitol Hill to bring a unique perspective to his studies. In 2008, Aaron graduated from American University with Master’s Degree in U.S. Foreign Policy. He currently resides in Arlington, Virginia where he works as a Congressional Analyst for Dynetics Inc and is an active member of the Arlington Ridge Civic Association, VFW Post 3150, and the Committee for a Better Arlington.","The Leadership Institute","https://www.leadershipinstitute.org/training/contact.cfm?FacultyID=477755","","Ringel","","","","",""
"59","Environmental Protection Agency","David Harlow","Senior Counsel to the Assistant Administrator for Air and Radiation","","","","2017-10-01","","https://www.documentcloud.org/documents/4387746-David-Harlow-Financial-Disclosure.html","","","","63","david-harlow","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/david-harlow-0a9b22127/","","","","","Harlow","","","","",""
"1248","Federal Energy Regulatory Commission","Richard Glick","Member","","","","2017-11-02","","https://www.documentcloud.org/documents/4387783-Richard-Glick-Financial-Disclosure.html","","","","59","richard-glick","true","","","","federal-energy-regulatory-commission","","","","https://www.linkedin.com/in/glick-richard-249576a/","Commissioner Richard Glick was nominated to the Federal Energy Regulatory Commission by President Donald J. Trump in August 2017 and confirmed by the U.S. Senate on November 2, 2017. Before joining the Commission, Commissioner Glick was general counsel for the Democrats on the Senate Energy and Natural Resources Committee, serving as a senior policy advisor on numerous issues including electricity and renewable energy. Prior to that, Commissioner Glick was vice president of government affairs for Iberdrola’s renewable energy, electric and gas utility, and natural gas storage businesses in the United States. He ran the company’s Washington, DC, office and was responsible for developing and implementing the U.S. businesses’ federal legislative and regulatory policy advocacy strategies. Commissioner Glick previously served as a director of government affairs for PPM Energy and before that was director of government affairs for PacifiCorp. He served as a senior policy advisor to U.S. Energy Secretary Bill Richardson, and before that was legislative director and chief counsel to U.S. Senator Dale Bumpers of Arkansas. From 1988-1992 Commissioner Glick was an associate with the law firm of Verner, Liipfert, Bernhard, McPherson and Hand. Commissioner Glick is a graduate of George Washington University and Georgetown Law. He and his wife Erin have a son.","Federal Energy Regulatory Commission","https://www.ferc.gov/about/com-mem/glick/glick-bio.asp","","Glick","","","","",""
"58","Environmental Protection Agency","Dawn Michelle Hale","Executive Assistant to the Administrator","","","AD-00","2017-02-16","","https://www.documentcloud.org/documents/4387745-Dawn-Michelle-Hale-Financial-Disclosure.html","","","","63","dawn-michelle-hale","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/michelle-hale-14323827/","","","","","Hale","","","","",""
"60","Environmental Protection Agency","James Hewitt","Special Advisor for Public Affairs","","","$114,590-$148,967","2017-07-02","","https://www.documentcloud.org/documents/4387743-James-Hewitt-Financial-Disclosure.html","","","","63","james-hewitt","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/james-hewitt-91616968/","","","","","Hewitt","","","","",""
"1349","Energy","Melissa Figge Burnison","Assistant Secretary for Congressional and Intergovernmental Affairs","","","","2018-02-15","","https://www.documentcloud.org/documents/4387722-Melissa-F-Burnison-Financial-Disclosure.html","","","","69","melissa-figge-burnison","true","","","","energy","","","","https://www.linkedin.com/in/melissa-burnison-3984b55b/","Ms. Burnison is the Director of Federal Programs for the Nuclear Energy Institute (NEI) where she plans, directs and executes legislative strategies for nuclear energy programs and policies on behalf of the nuclear energy industry. Before her time in the private energy sector, she served as a senior advisor at the Department of Energy and with the U.S. House of Representatives’ Committee on Natural Resources where she advanced legislative policies to expand American energy production and jobs. During her tenure in the U.S. House, Ms. Burnison also served in the Office of Congressman Zach Wamp (R-TN) as legislative director with a special focus on Department of Energy nuclear and science programs and National Nuclear Security Administration defense programs. As a native of Louisville, Kentucky, she began her career on Capitol Hill with Senator Mitch McConnell (R-KY). A graduate of Cameron University with a B.A. in political science, Ms. Burnison resides in Mclean, VA, and is married to Scott Burnison and has three daughters; Catherine, Gudrun, and Elizabeth.","White House","https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-personnel-key-administration-posts-31/","","Burnison","","","","",""
"1836","Transportation","Christopher Charles Mitton","Governmental Affairs Officer","","","$94,796","2017-06-25","","","","","","32","christopher-charles-mitton","true","","","","transportation","","","","","","","","","Mitton","","","","",""
"164","Small Business Administration","Pradeep Sharma Belur","Senior Advisor to the Deputy Administrator, Office of the Administrator","","","","2017-06-05","2017-09-02","https://www.documentcloud.org/documents/4388159-Pradeep-Sharma-Belur-Financial-Disclosure.html","","","","73","pradeep-sharma-belur","","","","","small-business-administration","","","","","","","","","Belur","","","","",""
"65","Environmental Protection Agency","William Lovell","Policy Assistant","","","$44,941","2017-06-11","","https://www.documentcloud.org/documents/4387754-William-Lovell-Financial-Disclosure.html","","","","63","william-lovell","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/wdslovell/","","","","","Lovell","","","","",""
"66","Environmental Protection Agency","Forrest McMurray","Special Assistant for Scheduling and Advance","","","$44,941","2017-07-16","","https://www.documentcloud.org/documents/4387753-Forrest-McMurray-Financial-Disclosure.html","","","","63","forrest-mcmurray","","","","","environmental-protection-agency","","","","https://www.linkedin.com/in/forrest-mcmurray-27460180/","","","","","McMurray","","","","",""
"1689","Interior","Jason Larrabee","Principal Deputy Assistant Secretary for Fish and Wildlife and Parks","","","$170,000","","","","","","","33","jason-larrabee","true","","","","interior","","","","","","","","","Larrabee","","","","","https://www.documentcloud.org/documents/4873408-Jason-Larrabee-Resume.html"
"81","Energy","Samuel Buchan","Assistant to the Secretary","Special Advisor, Assistant Secretary for International Affairs","","$79,720","2017-01-20","","https://www.documentcloud.org/documents/3766102-Buchan-Samuel.html","","","","69","samuel-buchan","","","","","energy","","","","","","","","","Buchan","","","","",""
