id,slug,agency_slug,position_title_1,position_title_2,position_title_3,staffer_id,start_date,end_date,agency_id,grade_level,linkedin_url,organization_name,organization_type,position_held,from_date,to_date,organization_slug
146,michael-d-griffin,defense,Under Secretary for Research and Engineering,"Principal Deputy Under Secretary for Acquisition, Technology, and Logistics",,1500,2018-02-15,,5,,,Systems Engineering Research Center,University Affiliated Research Center,Advisory Board Chair,2015-11-15,2017-11-15,systems-engineering-research-center
147,michael-d-griffin,defense,Under Secretary for Research and Engineering,"Principal Deputy Under Secretary for Acquisition, Technology, and Logistics",,1500,2018-02-15,,5,,,Family Revocable Trust,Trust,Co-Trustee,2014-08-16,,family-revocable-trust_hide
148,michael-d-griffin,defense,Under Secretary for Research and Engineering,"Principal Deputy Under Secretary for Acquisition, Technology, and Logistics",,1500,2018-02-15,,5,,,"GriffinSpace Consulting, LLC",LLC,Managing Member,2017-06-16,,griffinspace-consulting-llc
150,michael-d-griffin,defense,Under Secretary for Research and Engineering,"Principal Deputy Under Secretary for Acquisition, Technology, and Logistics",,1500,2018-02-15,,5,,,"Faulconer Consulting Group, LLC",LLC,Instructor,2017-09-16,2017-09-16,faulconer-consulting-group-llc
151,michael-d-griffin,defense,Under Secretary for Research and Engineering,"Principal Deputy Under Secretary for Acquisition, Technology, and Logistics",,1500,2018-02-15,,5,,,Engility Corporation,Corporation,Consultant,2017-11-15,2017-11-15,engility-corporation
152,michael-d-griffin,defense,Under Secretary for Research and Engineering,"Principal Deputy Under Secretary for Acquisition, Technology, and Logistics",,1500,2018-02-15,,5,,,"Zero Point Frontiers, LLC",LLC,Consultant,2017-08-16,2017-08-16,zero-point-frontiers-llc
153,richard-ashooh,commerce,Assistant Secretary for Export Enforcement,,,1502,2017-08-03,,43,,,University System of New Hampshire,University/Colle ge,"Director, Economic Partnerships",2017-03-16,,university-system-of-new-hampshire
154,richard-ashooh,commerce,Assistant Secretary for Export Enforcement,,,1502,2017-08-03,,43,,,University of New Hampshire Law School,University/Colle ge,Executive Director,2015-09-16,2016-03-16,university-of-new-hampshire-law-school
155,richard-ashooh,commerce,Assistant Secretary for Export Enforcement,,,1502,2017-08-03,,43,,,BAE Systems,Corporation,"Director, Strategy",2010-11-15,2015-09-16,bae-systems
156,richard-ashooh,commerce,Assistant Secretary for Export Enforcement,,,1502,2017-08-03,,43,,,Catholic Medical Center,Non-Profit,Director,2009-06-16,2016-04-16,catholic-medical-center
157,bruce-d-jette,defense,"Assistant Secretary of the Army for Acquisition, Logistics, and Technology",,,1503,2017-12-20,,5,,,Synovision Solutions LLC,Corporation,President & CEO,2005-01-16,,synovision-solutions-llc
159,bruce-d-jette,defense,"Assistant Secretary of the Army for Acquisition, Logistics, and Technology",,,1503,2017-12-20,,5,,,Synovision Research Inc.,Corporation,Director,2011-12-16,,synovision-research-inc
160,bruce-d-jette,defense,"Assistant Secretary of the Army for Acquisition, Logistics, and Technology",,,1503,2017-12-20,,5,,,Synovision EP Inc.,Corporation,Director,2011-12-16,,synovision-ep-inc
161,bruce-d-jette,defense,"Assistant Secretary of the Army for Acquisition, Logistics, and Technology",,,1503,2017-12-20,,5,,,Synovision Global Inc,Corporation,Director,2010-09-16,,synovision-global-inc
162,bruce-d-jette,defense,"Assistant Secretary of the Army for Acquisition, Logistics, and Technology",,,1503,2017-12-20,,5,,,Jette Family Foundation (501(c)(3)),Trust,Trustee,2008-12-16,,jette-family-foundation-501-c-3
164,bruce-d-jette,defense,"Assistant Secretary of the Army for Acquisition, Logistics, and Technology",,,1503,2017-12-20,,5,,,Kenya Komposites,Corporation,Technology Advisor,2017-05-16,,kenya-komposites
165,charles-douglas-stimson,defense,General Counsel of the Navy,,,1504,,,5,,,C. D. Stimson commercial real estate company,Corporation,Vice Chairman of the Board,2010-06-16,,c-d-stimson-commercial-real-estate-company
166,charles-douglas-stimson,defense,General Counsel of the Navy,,,1504,,,5,,,United States Soccer Foundation,Non-Profit,Chairman of the Board,2015-02-15,,united-states-soccer-foundation
167,charles-douglas-stimson,defense,General Counsel of the Navy,,,1504,,,5,,,Heritage Foundation,Non-Profit,Chief of Staff,2007-09-16,,the-heritage-foundation
168,charles-douglas-stimson,defense,General Counsel of the Navy,,,1504,,,5,,,GST Exempt Trust,Trust,Trustee,2009-09-16,,gst-exempt-trust
169,charles-douglas-stimson,defense,General Counsel of the Navy,,,1504,,,5,,,Education Trust,Trust,Trustee,2009-09-16,,education-trust_hide
170,charles-douglas-stimson,defense,General Counsel of the Navy,,,1504,,,5,,,"Stimson Marina, Inc",Corporation,Director,1998-06-16,,stimson-marina-inc
171,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Ltd.,Corporation,Senior Managing Director,2011-05-16,,invesco-ltd
173,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Shady Side Academy,Day School,Trustee,2014-04-16,,shady-side-academy
174,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Magee-Womens Research Institute,Non-Profit,Trustee,2009-07-16,,magee-womens-research-institute
175,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Mortgage Capital Inc.,Corporation,Director,2008-06-16,,invesco-mortgage-capital-inc
176,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,"Invesco Advisers, Inc.",Corporation,"Director,Co- President,Co- CEO,Co- Chairman",1990-01-16,2017-03-16,invesco-advisers-inc
178,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Short-Term Investments Company (Global Series) plc,Corporation,Director,2000-12-16,2016-09-16,short-term-investments-company-global-series-plc
179,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Funds,Corporation,Director,2012-07-16,2016-10-16,invesco-funds
2221,jeffrey-wayne-mcmorris,housing-and-urban-development,Regional  Administrator,,,1864,2017-11-13,,72,"$145,977",,King County,Local Government,Chief of Staff for King County Councilmember Kathy Lambert,2005-02-15,2017-11-15,king-county
181,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco India (Mauritius) Limited,Corporation,Director,2015-07-16,2016-10-16,invesco-india-mauritius-limited
182,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco India (Mauritius) II Limited,Corporation,Director,2015-12-16,2016-10-16,invesco-india-mauritius-ii-limited
184,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,AIM Counselor Series Trust (Invesco Counselor Series Trust),Corporation,Senior Vice President,2003-11-16,2016-03-16,aim-counselor-series-trust-invesco-counselor-series-trust
185,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,AIM Equity Funds (Invesco Equity Funds),Corporation,Senior Vice President,2004-03-16,2017-03-16,aim-equity-funds-invesco-equity-funds
186,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,AIM Funds Group (Invesco Funds Group),Corporation,Senior Vice President,1993-09-16,2017-03-16,aim-funds-group-invesco-funds-group
188,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,AIM Investment Funds (Invesco Investment Funds),Corporation,Senior Vice President,2004-03-16,2017-03-16,aim-investment-funds-invesco-investment-funds
189,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,AIM International Mutual Funds (Invesco International Mutual Funds),Corporation,Senior Vice President,2004-03-16,2017-03-16,aim-international-mutual-funds-invesco-international-mutual-funds
191,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,"Invesco Management Group, Inc",Corporation,Senior Vice President,2007-09-16,2017-03-16,invesco-management-group-inc
192,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,AIM Sector Funds (Invesco Sector Funds),Corporation,Senior Vice President,2003-11-16,2017-03-16,aim-sector-funds-invesco-sector-funds
193,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,AIM Tax Exempt Funds (Invesco Tax Exempt Funds),Corporation,Senior Vice President,1999-12-16,2017-03-16,aim-tax-exempt-funds-invesco-tax-exempt-funds
194,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,AIM Treasures Series Trust (Invesco Treasures Series Trust),Corporation,"Senior Vice President, President",2003-11-16,2017-03-16,aim-treasures-series-trust-invesco-treasures-series-trust
196,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Bond Fund,Corporation,Senior Vice President,2010-06-16,2017-03-16,invesco-bond-fund
197,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Cayman Commodity V Ltd,Corporation,Senior Vice President,2012-09-16,2017-03-16,invesco-cayman-commodity-v-ltd
198,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Dynamic Credit Opportunities Fund,Corporation,Senior Vice President,2010-06-16,2017-03-16,invesco-dynamic-credit-opportunities-fund
199,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Exchange Fund,Corporation,Senior Vice President,2010-06-16,2017-03-16,invesco-exchange-fund
200,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco High Income Trust II,Corporation,Senior Vice President,2012-08-16,2017-03-16,invesco-high-income-trust-ii
201,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Municipal Income Opportunities Trust,Corporation,Senior Vice President,2010-06-16,2017-03-16,invesco-municipal-income-opportunities-trust
202,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Municipal Trust,Corporation,Senior Vice President,2012-10-16,2017-03-16,invesco-municipal-trust
204,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Multi-Asset Income Cayman Ltd,Corporation,Senior Vice President,2015-12-16,2017-03-16,invesco-multi-asset-income-cayman-ltd
205,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Quality Municipal Income Trust,Corporation,Senior Vice President,2012-10-16,2017-03-16,invesco-quality-municipal-income-trust
206,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Advantage Municipal Income Trust II,Corporation,Senior Vice President,2012-08-16,2017-03-16,invesco-advantage-municipal-income-trust-ii
208,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Cayman Commodity Fund IV Ltd,Corporation,Senior Vice President,2010-12-16,2017-03-16,invesco-cayman-commodity-fund-iv-ltd
209,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Cayman Commodity Fund I Ltd,Corporation,Senior Vice President,2009-03-16,2017-03-16,invesco-cayman-commodity-fund-i-ltd
210,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Cayman Commodity Fund VII Ltd,Corporation,Senior Vice President,2013-10-16,2017-03-16,invesco-cayman-commodity-fund-vii-ltd
211,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco California Value Municipal Income Trust,Corporation,Senior Vice President,2012-08-16,2017-03-16,invesco-california-value-municipal-income-trust
213,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Senior Income Trust,Corporation,Senior Vice President,2012-08-16,2017-03-16,invesco-senior-income-trust
214,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Senior Loan Fund,Corporation,Senior Vice President,2012-10-16,2017-03-16,invesco-senior-loan-fund
215,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,"Invesco Emerging Markets Flexible Bond, Cayman Ltd",Corporation,Senior Vice President,2015-12-16,2017-03-16,invesco-emerging-markets-flexible-bond-cayman-ltd
217,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Pennsylvania Value Municipal Income Trust,Corporation,Senior Vice President,2012-08-16,2017-03-16,invesco-pennsylvania-value-municipal-income-trust
218,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Trust for Investment Grade Municipals,Corporation,Senior Vice President,2012-08-16,2017-03-16,invesco-trust-for-investment-grade-municipals
219,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Total Property Market Income Fund,Corporation,Senior Vice President,2011-09-16,2017-03-16,invesco-total-property-market-income-fund
220,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Value Municipal Income Trust,Corporation,Senior Vice President,2012-10-16,2017-03-16,invesco-value-municipal-income-trust
222,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Short-Term Investment Trust,Corporation,Senior Vice President,1993-09-16,2017-03-16,short-term-investment-trust_hide
223,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Cayman Commodity VI Ltd,Corporation,Senior Vice President,2012-09-16,2017-03-16,invesco-cayman-commodity-vi-ltd
224,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Invesco Management Trust,Corporation,Senior Vice President,2014-03-16,2017-03-16,invesco-management-trust
1950,ivanka-trump,white-house-office,Assistant to the President,,,1314,2017-03-29,,14,,,TIHM MEMBER CORP (pass-thru company for TRUMP INTERNATIONAL HOTELS MANAGEMENT LLC (management company)),Corporation,Vice President,2006-06-16,2017-01-16,tihm-member-corp-pass-thru-company-for-trump-international-hotels-management-llc-management-company
226,karen-dunn-kelley,commerce,Under Secretary for Economic Affairs,,,1505,2017-08-03,,43,,,Family Friend Trust #1,Trust,Trustee,2006-07-16,,family-friend-trust-1_hide
227,owen-west,defense,Assistant Secretary for Special Operations/Low Intensity Conflict,,,1506,2017-12-18,,5,,,Positive Coaching Alliance,Non-Profit,NY Board Member - Unpaid,2015-01-16,,positive-coaching-alliance
228,owen-west,defense,Assistant Secretary for Special Operations/Low Intensity Conflict,,,1506,2017-12-18,,5,,,"Westwrite, LLC",Corporation,Owner,2013-03-16,,westwrite-llc
230,owen-west,defense,Assistant Secretary for Special Operations/Low Intensity Conflict,,,1506,2017-12-18,,5,,,S W Irrevocable Trust,Trust,Trustee,2012-03-16,,s-w-irrevocable-trust_hide
231,owen-west,defense,Assistant Secretary for Special Operations/Low Intensity Conflict,,,1506,2017-12-18,,5,,,Aquilon Energy Services,Corporation,Unpaid Director - Resigned,2016-03-16,2017-04-16,aquilon-energy-services
232,david-l-norquist,defense,Under Secretary and Comptroller,,,1507,2017-05-25,,5,,,Kearney and Company,Corporation,Salaried (Non- Equity) Partner,2008-12-16,,kearney-and-company
233,david-l-norquist,defense,Under Secretary and Comptroller,,,1507,2017-05-25,,5,,,Rivendell School Board,Non-Profit,Board Member,2009-07-16,2015-06-16,rivendell-school-board
235,david-g-ehrhart,defense,General Counsel of the Air Force,,,1508,,,5,,https://www.linkedin.com/in/dave-ehrhart-29a58710/,Lockheed Martin,Corporation,Associate General Counsel,2009-03-16,,lockheed-martin
236,david-g-ehrhart,defense,General Counsel of the Air Force,,,1508,,,5,,https://www.linkedin.com/in/dave-ehrhart-29a58710/,American Bar Association (ABA) Section of Public Contract Law,Bar Association,Chair,2015-08-16,2016-08-16,american-bar-association
